molecule,augmented_lalas,lalas,n_rings,n_branching_points,n_secondary_branching_points,n_LAL,L_ratio,longest_L,longest_L_degeneracy,second_longest_L,A_ratio,A_ratio_insensitive,Aa_ratio,longest_A,longest_A_insensitive,longest_A_degeneracy,second_longest_A,second_longest_A_insensitive
hc_c38h22_0pent_1407,A()ALLaA,A()ALLAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1408,AaLLAaA,AALLAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,1,3,1,0,2
hc_c38h22_0pent_1409,AAaLLAa,AAALLAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,3,1,1,2
hc_c38h22_0pent_141,A()Aa()A(),A()AA()A(),9,3,0,0,0.0000,0,11,0,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_1410,A()LLAA(),A()LLAA(),9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,2,2,1,1,1
hc_c38h22_0pent_1411,A()LLAaa,A()LLAAA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1412,AA()LLaA,AA()LLAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1413,AaLLA()a,AALLA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1414,AaLLa()A,AALLA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1415,AA()LLAa,AA()LLAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1416,ALLaa()a,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,3,3,1,1,1
hc_c38h22_0pent_1417,ALLaa()A,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1418,AALLaA(),AALLAA(),9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1419,AALLaAA,AALLAAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,2,3,1,1,2
hc_c38h22_0pent_142,AAaA()A(),AAAA()A(),9,2,0,0,0.0000,0,10,0,0.5714,0.7143,0.2500,2,5,1,1,0
hc_c38h22_0pent_1420,ALLaA()A,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1421,ALLaAAA,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,3,4,1,1,1
hc_c38h22_0pent_1422,ALLAA()A,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,3,3,1,1,1
hc_c38h22_0pent_1423,ALLAA()a,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1424,AALLAA(),AALLAA(),9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,2,2,2,0,0
hc_c38h22_0pent_1425,AALLAaa,AALLAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,3,1,1,2
hc_c38h22_0pent_1426,ALLAa()a,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1427,ALLAaaa,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,3,4,1,1,1
hc_c38h22_0pent_1428,A()ALLAa,A()ALLAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1429,AaLLaAa,AALLAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,1,3,1,0,2
hc_c38h22_0pent_143,AAAa()Aa,AAAA()AA,9,1,0,0,0.0000,0,9,0,0.5714,0.8571,0.5000,3,6,1,1,0
hc_c38h22_0pent_1430,AAaLLaA,AAALLAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,3,1,1,2
hc_c38h22_0pent_1431,AAALLAa,AAALLAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,3,3,1,1,2
hc_c38h22_0pent_1432,LLAA()AA,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,4,4,1,0,0
hc_c38h22_0pent_1433,LLAA()Aa,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1434,LLAA(A)a,LLAA(A)A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,3,3,2,2,0
hc_c38h22_0pent_1435,LLAA(a)a,LLAA(A)A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,2,1,0
hc_c38h22_0pent_1436,LLAA()A(),LLAA()A(),9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,3,3,1,0,0
hc_c38h22_0pent_1437,LLAA()aa,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,4,1,0,0
hc_c38h22_0pent_1438,LLAaAAA,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,3,5,1,1,0
hc_c38h22_0pent_1439,LLAaAAL,LLAAAAL,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_144,AAa(a)Aa,AAA(A)AA,9,1,0,0,0.0000,0,9,0,0.4286,0.8571,1.0000,2,5,1,1,4
hc_c38h22_0pent_1440,LLAaAAa,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1441,LLAaALA,LLAAALA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1442,LLAaALL,LLAAALL,9,0,0,0,0.5714,2,2,0,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1443,LLAaALa,LLAAALA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,3,1,0,1
hc_c38h22_0pent_1444,LLAaA()L,LLAAA()L,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1445,LLA()aAL,LLA()AAL,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1446,LAaALLa,LAAALLA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,3,1,0,1
hc_c38h22_0pent_1447,LAaALLA,LAAALLA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1448,LLAa()AL,LLAA()AL,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1449,LLAaA()a,LLAAA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,4,1,0,0
hc_c38h22_0pent_145,AAA(a)Aa,AAA(A)AA,9,1,0,0,0.0000,0,9,0,0.5714,0.8571,0.5000,4,5,1,3,4
hc_c38h22_0pent_1450,LLA()aAa,LLA()AAA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,4,1,0,0
hc_c38h22_0pent_1451,ALLaAaA,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,1,4,1,0,1
hc_c38h22_0pent_1452,ALLAaAa,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,1,4,1,0,1
hc_c38h22_0pent_1453,LLAa()Aa,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,4,1,0,0
hc_c38h22_0pent_1454,LLAaAA(),LLAAAA(),9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_1455,LLAaAaA,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,1,5,1,0,0
hc_c38h22_0pent_1456,LLAaAaL,LLAAAAL,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,4,1,0,0
hc_c38h22_0pent_1457,LLAaAaa,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1458,LLAa()A(),LLAA()A(),9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1459,LLAaA()A,LLAAA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_146,AAA()AaA,AAA()AAA,9,1,0,0,0.0000,0,9,0,0.7143,0.8571,0.2000,4,6,1,1,0
hc_c38h22_0pent_1460,LLAaa()A,LLAAA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,4,1,1,0
hc_c38h22_0pent_1461,LLAaa()a,LLAAA()A,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1462,LLA(A)aA,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,3,1,1,2
hc_c38h22_0pent_1463,LLA(a)aA,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,3,1,0,2
hc_c38h22_0pent_1464,LLA()a()A,LLA()A()A,9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1465,LLA()aAA,LLA()AAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_1466,LLA()aA(),LLA()AA(),9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,1,3,1,0,0
hc_c38h22_0pent_1467,AALLaAa,AALLAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,3,1,1,2
hc_c38h22_0pent_1468,A()LLAaA,A()LLAAA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1469,ALLaA()a,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,3,1,0,1
hc_c38h22_0pent_147,AaAA(A)a,AAAA(A)A,9,1,0,0,0.0000,0,9,0,0.5714,0.8571,0.5000,3,5,2,2,0
hc_c38h22_0pent_1470,ALLaAaa,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,2,4,1,1,1
hc_c38h22_0pent_1471,ALLaAA(),ALLAAA(),9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1472,ALLa()Aa,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,3,1,0,1
hc_c38h22_0pent_1473,ALLAa()A,ALLAA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1474,ALLAaAA,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,2,4,1,1,1
hc_c38h22_0pent_1475,ALLAaA(),ALLAAA(),9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1476,ALLA()aA,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,1,3,1,0,1
hc_c38h22_0pent_1477,AALLAaA,AALLAAA,9,0,0,0,0.2857,2,1,0,0.5714,0.7143,0.2500,2,3,1,1,2
hc_c38h22_0pent_1478,LLAA(A)A,LLAA(A)A,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,3,3,2,0,0
hc_c38h22_0pent_1479,LLAa()AA,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,4,1,1,0
hc_c38h22_0pent_148,AA(a)aAa,AA(A)AAA,9,1,0,0,0.0000,0,9,0,0.4286,0.8571,1.0000,2,5,1,1,3
hc_c38h22_0pent_1480,LLA(A)aL,LLA(A)AL,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,2,2,2,1,0
hc_c38h22_0pent_1481,LLA(a)aL,LLA(A)AL,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,1,2,2,0,0
hc_c38h22_0pent_1482,LLA()a()L,LLA()A()L,9,2,0,0,0.4286,2,1,1,0.1429,0.2857,1.0000,1,2,1,0,0
hc_c38h22_0pent_1483,LAaLLAA,LAALLAA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1484,LALLaAL,LALLAAL,9,0,0,1,0.5714,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1485,LAaLLAa,LAALLAA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1486,LAaLLA(),LAALLA(),9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1487,LA()aLLA,LA()ALLA,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1488,ALLaALA,ALLAALA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,1,2,1,0,1
hc_c38h22_0pent_1489,LAa()LLA,LAA()LLA,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_149,AaA()A()a,AAA()A()A,9,2,0,0,0.0000,0,10,0,0.4286,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1490,LA()aLLa,LA()ALLA,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1491,ALLAaLa,ALLAALA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,1,0,1
hc_c38h22_0pent_1492,LAa()LLa,LAA()LLA,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1493,LAaLLaA,LAALLAA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1494,LALLAaL,LALLAAL,9,0,0,1,0.5714,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1495,LAaLLaa,LAALLAA,9,0,0,0,0.4286,2,1,1,0.1429,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1496,LLAA(L)A,LLAA(L)A,9,1,0,0,0.4286,2,1,1,0.4286,0.4286,0.0000,3,3,1,0,0
hc_c38h22_0pent_1497,LLAA(L)L,LLAA(L)L,9,1,0,0,0.5714,2,1,1,0.2857,0.2857,0.0000,2,2,1,0,0
hc_c38h22_0pent_1498,LLAA(L)a,LLAA(L)A,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_1499,LLAaLAA,LLAALAA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_15,AAAA(A)A,AAAA(A)A,9,1,0,0,0.0000,0,9,0,0.8571,0.8571,0.0000,5,5,2,0,0
hc_c38h22_0pent_150,A()Aaa()A,A()AAA()A,9,2,0,0,0.0000,0,10,0,0.4286,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1500,LLAaLAL,LLAALAL,9,0,0,1,0.5714,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1501,LLAaLAa,LLAALAA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1502,LLAaLA(),LLAALA(),9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1503,LLA()aLA,LLA()ALA,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1504,ALLaALa,ALLAALA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,1,0,1
hc_c38h22_0pent_1505,ALLAaLA,ALLAALA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,1,2,1,0,1
hc_c38h22_0pent_1506,LLAa()LA,LLAA()LA,9,1,0,0,0.4286,2,1,1,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1507,LLAa()LL,LLAA()LL,9,1,0,0,0.5714,2,2,0,0.1429,0.2857,1.0000,1,2,1,0,0
hc_c38h22_0pent_1508,LLAaLLA,LLAALLA,9,0,0,0,0.5714,2,2,0,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1509,LLAaLLa,LLAALLA,9,0,0,0,0.5714,2,2,0,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_151,AAaAA()a,AAAAA()A,9,1,0,0,0.0000,0,9,0,0.5714,0.8571,0.5000,2,6,1,1,0
hc_c38h22_0pent_1510,LLA()aLa,LLA()ALA,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1511,LLAa()La,LLAA()LA,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1512,LLAaLaA,LLAALAA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,1,2,2,0,0
hc_c38h22_0pent_1513,LLAaLaL,LLAALAL,9,0,0,1,0.5714,2,1,1,0.1429,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1514,LLAaLaa,LLAALAA,9,0,0,0,0.4286,2,1,1,0.1429,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1515,LLAA(a)A,LLAA(A)A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,3,3,2,2,0
hc_c38h22_0pent_1516,LLAa()aa,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1517,LLAaaAA,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1518,LLAaaAL,LLAAAAL,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,2,4,1,1,0
hc_c38h22_0pent_1519,LLAaaAa,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_152,Aa()AA()a,AA()AA()A,9,2,0,0,0.0000,0,10,0,0.4286,0.7143,0.6667,2,5,1,1,0
hc_c38h22_0pent_1520,LLAaaA(),LLAAAA(),9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,4,1,1,0
hc_c38h22_0pent_1521,LLA()aaA,LLA()AAA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,4,1,1,0
hc_c38h22_0pent_1522,ALLaAAa,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,4,1,1,1
hc_c38h22_0pent_1523,ALLAaaA,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.4286,0.7143,0.6667,2,4,1,1,1
hc_c38h22_0pent_1524,LLAa()aA,LLAA()AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,4,1,1,0
hc_c38h22_0pent_1525,LLA()aaL,LLA()AAL,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_1526,LAAaLLA,LAAALLA,9,0,0,0,0.4286,2,1,1,0.4286,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1527,LAAaLLa,LAAALLA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1528,LLAa()aL,LLAA()AL,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_1529,LLAaa()L,LLAAA()L,9,1,0,0,0.4286,2,1,1,0.1429,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_153,A()A()AaA,A()A()AAA,9,2,0,0,0.0000,0,10,0,0.5714,0.7143,0.2500,3,5,1,1,0
hc_c38h22_0pent_1530,LLAaaLA,LLAAALA,9,0,0,0,0.4286,2,1,1,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1531,LLAAaLL,LLAAALL,9,0,0,0,0.5714,2,2,0,0.2857,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_1532,LLAaaLa,LLAAALA,9,0,0,0,0.4286,2,1,1,0.1429,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1533,LLAaaaA,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,3,5,1,1,0
hc_c38h22_0pent_1534,LLAaaaL,LLAAAAL,9,0,0,0,0.4286,2,1,1,0.1429,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1535,LLAaaaa,LLAAAAA,9,0,0,0,0.2857,2,1,0,0.1429,0.7143,0.2500,4,5,1,1,0
hc_c38h22_0pent_1536,ALLA()AA,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,3,3,1,1,1
hc_c38h22_0pent_1537,AALLA()A,AALLA()A,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,2,2,2,0,0
hc_c38h22_0pent_1538,ALLA(A)a,ALLA(A)A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,1
hc_c38h22_0pent_1539,ALLA(a)a,ALLA(A)A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,1,2,2,0,1
hc_c38h22_0pent_154,AAa()aAa,AAA()AAA,9,1,0,0,0.0000,0,9,0,0.4286,0.8571,1.0000,2,6,1,1,0
hc_c38h22_0pent_1540,AALLA()a,AALLA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1541,ALLA()A(),ALLA()A(),9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,2,2,1,1,1
hc_c38h22_0pent_1542,ALLA()aa,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,1,1,1
hc_c38h22_0pent_1543,ALLa()AA,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,3,1,1,1
hc_c38h22_0pent_1544,ALLa()A(),ALLA()A(),9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1545,AALLa()A,AALLA()A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,0
hc_c38h22_0pent_1546,ALLA(A)A,ALLA(A)A,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,2,2,2,1,1
hc_c38h22_0pent_1547,AALLa()a,AALLA()A,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,2,2,0,0
hc_c38h22_0pent_1548,ALLA(a)A,ALLA(A)A,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,2,2,2,1,1
hc_c38h22_0pent_1549,ALLa()aa,ALLA()AA,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,3,3,1,1,1
hc_c38h22_0pent_155,AAaAa()a,AAAAA()A,9,1,0,0,0.0000,0,9,0,0.4286,0.8571,1.0000,2,6,1,1,0
hc_c38h22_0pent_1550,A()LLA()a,A()LLA()A,9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,1,2,1,0,1
hc_c38h22_0pent_1551,A()LLA()A,A()LLA()A,9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,2,2,1,1,1
hc_c38h22_0pent_1552,A()LLAAA,A()LLAAA,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,3,3,1,1,1
hc_c38h22_0pent_1553,LLA()AAA,LLA()AAA,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,4,4,1,0,0
hc_c38h22_0pent_1554,LLA(a)AA,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.4286,0.5714,0.3333,3,3,1,1,2
hc_c38h22_0pent_1555,LLA(A)aa,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.2857,0.5714,1.0000,2,3,1,1,2
hc_c38h22_0pent_1556,LLA(a)aa,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,2,3,1,1,2
hc_c38h22_0pent_1557,LLA(A)AA,LLA(A)AA,9,1,0,0,0.2857,2,1,0,0.5714,0.5714,0.0000,3,3,1,2,2
hc_c38h22_0pent_1558,LLA()A()A,LLA()A()A,9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,3,3,1,0,0
hc_c38h22_0pent_1559,LLA()A()a,LLA()A()A,9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_156,AA(A)AaA,AA(A)AAA,9,1,0,0,0.0000,0,9,0,0.7143,0.8571,0.2000,3,5,1,1,3
hc_c38h22_0pent_1560,LLA()a()a,LLA()A()A,9,2,0,0,0.2857,2,1,0,0.1429,0.4286,0.5000,2,3,1,1,0
hc_c38h22_0pent_1561,LLA(A)A(),LLA(A)A(),9,2,0,0,0.2857,2,1,0,0.4286,0.4286,0.0000,2,2,2,0,0
hc_c38h22_0pent_1562,LLA(a)A(),LLA(A)A(),9,2,0,0,0.2857,2,1,0,0.2857,0.4286,0.5000,2,2,2,1,0
hc_c38h22_0pent_1563,LLA()aaa,LLA()AAA,9,1,0,0,0.2857,2,1,0,0.1429,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1564,ALLaaaa,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.1429,0.7143,0.2500,4,4,1,1,1
hc_c38h22_0pent_1565,AALLaaa,AALLAAA,9,0,0,0,0.2857,2,1,0,0.2857,0.7143,0.6667,3,3,1,2,2
hc_c38h22_0pent_1566,ALLAAAA,ALLAAAA,9,0,0,0,0.2857,2,1,0,0.7143,0.7143,0.0000,4,4,1,1,1
hc_c38h22_0pent_1567,AALLAAA,AALLAAA,9,0,0,0,0.2857,2,1,0,0.7143,0.7143,0.0000,3,3,1,2,2
hc_c38h22_0pent_1568,LLLAAAA,LLLAAAA,9,0,0,0,0.4286,3,1,0,0.5714,0.5714,0.0000,4,4,1,0,0
hc_c38h22_0pent_1569,LLLAAAL,LLLAAAL,9,0,0,0,0.5714,3,1,1,0.4286,0.4286,0.0000,3,3,1,0,0
hc_c38h22_0pent_157,AAA()aAa,AAA()AAA,9,1,0,0,0.0000,0,9,0,0.5714,0.8571,0.5000,3,6,1,1,0
hc_c38h22_0pent_1570,LLLAAAa,LLLAAAA,9,0,0,0,0.4286,3,1,0,0.4286,0.5714,0.3333,3,4,1,1,0
hc_c38h22_0pent_1571,LLLAALA,LLLAALA,9,0,0,0,0.5714,3,1,1,0.4286,0.4286,0.0000,2,2,1,1,1
hc_c38h22_0pent_1572,LLLAALL,LLLAALL,9,0,0,0,0.7143,3,1,2,0.2857,0.2857,0.0000,2,2,1,0,0
hc_c38h22_0pent_1573,LLLAALa,LLLAALA,9,0,0,0,0.5714,3,1,1,0.2857,0.4286,0.5000,2,2,1,1,1
