molecule,augmented_lalas,lalas,n_rings,n_branching_points,n_secondary_branching_points,n_LAL,L_ratio,longest_L,longest_L_degeneracy,second_longest_L,A_ratio,A_ratio_insensitive,Aa_ratio,longest_A,longest_A_insensitive,longest_A_degeneracy,second_longest_A,second_longest_A_insensitive
hc_c42h24_0pent_5734,LLAa()A()A,LLAA()A()A,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_5735,LLAa()a()a,LLAA()A()A,10,2,0,0,0.2500,2,1,0,0.1250,0.5000,0.3333,3,4,1,1,0
hc_c42h24_0pent_5736,LLAaA()AA,LLAAA()AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_5737,LLAaA(a)A,LLAAA(A)A,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,4,2,1,0
hc_c42h24_0pent_5738,LLAaa()AA,LLAAA()AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,5,1,1,0
hc_c42h24_0pent_5739,LLAaa()A(),LLAAA()A(),10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,2,4,1,1,0
hc_c42h24_0pent_574,AaAaAa()A,AAAAAA()A,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,1,7,1,0,0
hc_c42h24_0pent_5740,LLA()aa()A,LLA()AA()A,10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,2,4,1,1,0
hc_c42h24_0pent_5741,LLAa()a()A,LLAA()A()A,10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,2,4,1,1,0
hc_c42h24_0pent_5742,LLAaA(A)A,LLAAA(A)A,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,2,1,0
hc_c42h24_0pent_5743,LLAaA(A)a,LLAAA(A)A,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,4,2,1,0
hc_c42h24_0pent_5744,LLAaa()aa,LLAAA()AA,10,1,0,0,0.2500,2,1,0,0.1250,0.6250,0.2500,4,5,1,1,0
hc_c42h24_0pent_5746,LLA(Aa)aA,LLA(AA)AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,3,2,1,0
hc_c42h24_0pent_5747,LLA(a)aA(),LLA(A)AA(),10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,1,3,1,0,2
hc_c42h24_0pent_5748,LLA(A())aA,LLA(A())AA,10,2,1,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,3,1,1,2
hc_c42h24_0pent_5749,LLA(Aa)Aa,LLA(AA)AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,3,2,1,0
hc_c42h24_0pent_575,AAaAaAaA,AAAAAAAA,10,0,0,0,0.0000,0,9,0,0.6250,1.0000,0.6000,2,8,1,1,0
hc_c42h24_0pent_5750,LLA(Aa)AA,LLA(AA)AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,3,3,2,2,0
hc_c42h24_0pent_5751,LLA()A(A)A,LLA()A(A)A,10,2,0,0,0.2500,2,1,0,0.5000,0.5000,0.0000,3,3,2,0,0
hc_c42h24_0pent_5752,LLA()a()AA,LLA()A()AA,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_5753,LLA()a()A(),LLA()A()A(),10,3,0,0,0.2500,2,1,0,0.2500,0.3750,0.5000,1,3,1,0,0
hc_c42h24_0pent_5754,LLA(A)a()A,LLA(A)A()A,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,3,1,1,2
hc_c42h24_0pent_5755,LLA(a)a()A,LLA(A)A()A,10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,1,3,1,0,2
hc_c42h24_0pent_5756,LLA()aAAA,LLA()AAAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_5757,LLA()aA()A,LLA()AA()A,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_5758,LLA(A)aAA,LLA(A)AAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,2
hc_c42h24_0pent_5759,LLA(a)aAA,LLA(A)AAA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,4,1,1,2
hc_c42h24_0pent_576,AaAaAaAa,AAAAAAAA,10,0,0,0,0.0000,0,9,0,0.5000,1.0000,1.0000,1,8,1,0,0
hc_c42h24_0pent_5760,LLA(A)aA(),LLA(A)AA(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,3,1,1,2
hc_c42h24_0pent_5762,AAALLaAa,AAALLAAA,10,0,0,0,0.2500,2,1,0,0.5000,0.7500,0.5000,3,3,2,1,0
hc_c42h24_0pent_5763,A()LLAa()A,A()LLAA()A,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5764,A()LLAaAA,A()LLAAAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_5765,A()LLAaA(),A()LLAAA(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5766,A()LLA()aA,A()LLA()AA,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5767,AA()LLaAa,AA()LLAAA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5768,Aa()LLAaA,AA()LLAAA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_5769,Aa()LLaAa,AA()LLAAA,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_577,A()AaAaAa,A()AAAAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_5770,AA()LLAaA,AA()LLAAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_5771,ALLaA(a)a,ALLAA(A)A,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,1,3,2,0,1
hc_c42h24_0pent_5772,ALLaA()aa,ALLAA()AA,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,2,4,1,1,1
hc_c42h24_0pent_5773,AALLaA()a,AALLAA()A,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5774,ALLaAaaa,ALLAAAAA,10,0,0,0,0.2500,2,1,0,0.2500,0.7500,0.5000,3,5,1,1,1
hc_c42h24_0pent_5775,AALLaAaa,AALLAAAA,10,0,0,0,0.2500,2,1,0,0.3750,0.7500,1.0000,2,4,1,1,2
hc_c42h24_0pent_5776,AALLaAA(),AALLAAA(),10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_5777,ALLaA()A(),ALLAA()A(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,3,1,1,1
hc_c42h24_0pent_5778,ALLaAa()a,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,2,4,1,1,1
hc_c42h24_0pent_5779,ALLaAA()a,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,4,1,1,1
hc_c42h24_0pent_578,AaAaA()aA,AAAAA()AA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,1,7,1,0,0
hc_c42h24_0pent_5780,ALLaAA()A,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,3,4,1,1,1
hc_c42h24_0pent_5781,ALLa(a)Aa,ALLA(A)AA,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5782,ALLa(A)Aa,ALLA(A)AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_5783,AALLa()Aa,AALLA()AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5784,ALLa()A()a,ALLA()A()A,10,2,0,0,0.2500,2,1,0,0.2500,0.5000,1.0000,1,3,1,0,1
hc_c42h24_0pent_5785,ALLa()Aaa,ALLA()AAA,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,2,4,1,1,1
hc_c42h24_0pent_5786,ALLa()AA(),ALLA()AA(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,2,3,1,1,1
hc_c42h24_0pent_5787,ALLAA(A)A,ALLAA(A)A,10,1,0,0,0.2500,2,1,0,0.6250,0.6250,0.0000,3,3,2,1,1
hc_c42h24_0pent_5788,ALLAa()AA,ALLAA()AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_5789,AALLAa()A,AALLAA()A,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_579,AAaAaAA(),AAAAAAA(),10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,2,7,1,1,0
hc_c42h24_0pent_5790,ALLAaAAA,ALLAAAAA,10,0,0,0,0.2500,2,1,0,0.6250,0.7500,0.2000,3,5,1,1,1
hc_c42h24_0pent_5791,AALLAaAA,AALLAAAA,10,0,0,0,0.2500,2,1,0,0.6250,0.7500,0.2000,2,4,1,1,2
hc_c42h24_0pent_5792,AALLAaA(),AALLAAA(),10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_5793,ALLAa()A(),ALLAA()A(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5794,ALLAaA()A,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_5795,ALLAaa()A,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,2,4,1,1,1
hc_c42h24_0pent_5796,ALLAaa()a,ALLAAA()A,10,1,0,0,0.2500,2,1,0,0.2500,0.6250,0.6667,3,4,1,1,1
hc_c42h24_0pent_5797,ALLA(A)aA,ALLA(A)AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_5798,ALLA(a)aA,ALLA(A)AA,10,1,0,0,0.2500,2,1,0,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_5799,AALLA()aA,AALLA()AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,3,1,1,2
hc_c42h24_0pent_580,A()AaAaA(),A()AAAAA(),10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_5800,ALLA()a()A,ALLA()A()A,10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5801,ALLA()aAA,ALLA()AAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,1
hc_c42h24_0pent_5802,ALLA()aA(),ALLA()AA(),10,2,0,0,0.2500,2,1,0,0.3750,0.5000,0.3333,1,3,1,0,1
hc_c42h24_0pent_5803,AAALLAaA,AAALLAAA,10,0,0,0,0.2500,2,1,0,0.6250,0.7500,0.2000,3,3,2,1,0
hc_c42h24_0pent_5804,LLAA(A)AA,LLAA(A)AA,10,1,0,0,0.2500,2,1,0,0.6250,0.6250,0.0000,4,4,1,3,3
hc_c42h24_0pent_5805,LLAa()AAA,LLAA()AAA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,3,5,1,1,0
hc_c42h24_0pent_5806,LLAa(A)AA,LLAA(A)AA,10,1,0,0,0.2500,2,1,0,0.5000,0.6250,0.2500,2,4,1,1,3
hc_c42h24_0pent_5807,LLA(AA)aL,LLA(AA)AL,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,3,3,1,1,2
hc_c42h24_0pent_5808,LLA(AL)aL,LLA(AL)AL,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,2,2,2,1,0
hc_c42h24_0pent_5809,LLA(Aa)aL,LLA(AA)AL,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,2,3,1,1,2
hc_c42h24_0pent_581,AA()aAaAa,AA()AAAAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_5810,LLA(A())aL,LLA(A())AL,10,2,1,0,0.3750,2,1,1,0.2500,0.3750,0.5000,2,2,2,1,0
hc_c42h24_0pent_5811,LLA(AL)Aa,LLA(AL)AA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,3,1,1,2
hc_c42h24_0pent_5812,LLA(AL)AL,LLA(AL)AL,10,1,0,0,0.5000,2,1,1,0.3750,0.3750,0.0000,2,2,2,0,0
hc_c42h24_0pent_5813,LLA(AL)AA,LLA(AL)AA,10,1,0,0,0.3750,2,1,1,0.5000,0.5000,0.0000,3,3,1,2,2
hc_c42h24_0pent_5814,LLA()A(L)A,LLA()A(L)A,10,2,0,0,0.3750,2,1,1,0.3750,0.3750,0.0000,3,3,1,0,0
hc_c42h24_0pent_5815,LLA()A(L)a,LLA()A(L)A,10,2,0,0,0.3750,2,1,1,0.2500,0.3750,0.5000,2,3,1,1,0
hc_c42h24_0pent_5816,LLA(A)a()L,LLA(A)A()L,10,2,0,0,0.3750,2,1,1,0.2500,0.3750,0.5000,2,2,2,1,0
hc_c42h24_0pent_5817,LLA(a)a()L,LLA(A)A()L,10,2,0,0,0.3750,2,1,1,0.1250,0.3750,0.5000,1,2,2,0,0
hc_c42h24_0pent_5818,LAaLLAAA,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.5000,0.6250,0.2500,3,3,1,1,2
hc_c42h24_0pent_5819,LAALLaAL,LAALLAAL,10,0,0,0,0.5000,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_582,AaAaAA()a,AAAAAA()A,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_5820,LAaLLAAa,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5821,LAaLLALA,LAALLALA,10,0,0,1,0.5000,2,1,1,0.3750,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_5822,LAaLLALa,LAALLALA,10,0,0,1,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5823,LA()LLaAL,LA()LLAAL,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5824,LALLaA()L,LALLAA()L,10,1,0,1,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5825,LALLaALa,LALLAALA,10,0,0,1,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5826,LALLaALA,LALLAALA,10,0,0,1,0.5000,2,1,1,0.3750,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_5827,LALLa()AL,LALLA()AL,10,1,0,1,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5828,LA()aLLAa,LA()ALLAA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5829,ALaALLaA,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,1,2,2,0,1
hc_c42h24_0pent_583,AA()AaAaA,AA()AAAAA,10,1,0,0,0.0000,0,10,0,0.6250,0.8750,0.4000,3,7,1,1,0
hc_c42h24_0pent_5830,ALAaLLAa,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,1,2,2,0,1
hc_c42h24_0pent_5831,LAa()LLAa,LAA()LLAA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5832,LAaLLAA(),LAALLAA(),10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5833,LAaLLAaA,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_5834,LAaLLAaL,LAALLAAL,10,0,0,0,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5835,LAaLLAaa,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5836,LA()aLLA(),LA()ALLA(),10,2,0,0,0.3750,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5837,A()LLAaLa,A()LLAALA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5838,LAa()LLA(),LAA()LLA(),10,2,0,0,0.3750,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5839,LAaLLA()A,LAALLA()A,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_584,AaA()aA()a,AAA()AA()A,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_5840,LAaLLA()a,LAALLA()A,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5841,LAaLLa()A,LAALLA()A,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5842,LAaLLa()a,LAALLA()A,10,1,0,0,0.3750,2,1,1,0.1250,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5843,LA(A)aLLA,LA(A)ALLA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,1
hc_c42h24_0pent_5844,LA(a)aLLA,LA(A)ALLA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,1
hc_c42h24_0pent_5845,LA()aLLAA,LA()ALLAA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5846,ALLa()ALA,ALLA()ALA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_5847,ALAaLLAA,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.5000,0.6250,0.2500,2,2,2,1,1
hc_c42h24_0pent_5848,ALLaA()LA,ALLAA()LA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_5849,ALLaALAA,ALLAALAA,10,0,0,0,0.3750,2,1,1,0.5000,0.6250,0.2500,2,2,2,1,1
hc_c42h24_0pent_585,AAaAa()Aa,AAAAA()AA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_5850,LAa(A)LLA,LAA(A)LLA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,1,3,1,0,2
hc_c42h24_0pent_5851,LAa(a)LLA,LAA(A)LLA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,2,3,1,1,2
hc_c42h24_0pent_5852,LAa()LLAA,LAA()LLAA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5853,LA()a()LLA,LA()A()LLA,10,2,0,0,0.3750,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5854,LA(A)aLLa,LA(A)ALLA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,2,2,2,1,1
hc_c42h24_0pent_5855,LA(a)aLLa,LA(A)ALLA,10,1,0,0,0.3750,2,1,1,0.1250,0.5000,0.3333,1,2,2,0,1
hc_c42h24_0pent_5856,LA()aLLaa,LA()ALLAA,10,1,0,0,0.3750,2,1,1,0.1250,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5857,ALLA()aLa,ALLA()ALA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5858,ALAaLLaa,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.2500,0.6250,0.6667,2,2,2,1,1
hc_c42h24_0pent_5859,ALLAa()La,ALLAA()LA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_586,A()AaA()aA,A()AAA()AA,10,2,0,0,0.0000,0,11,0,0.5000,0.7500,0.5000,2,6,1,1,0
hc_c42h24_0pent_5860,ALLAaLaa,ALLAALAA,10,0,0,0,0.3750,2,1,1,0.2500,0.6250,0.6667,2,2,2,1,1
hc_c42h24_0pent_5861,LAa(A)LLa,LAA(A)LLA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,3,1,0,2
hc_c42h24_0pent_5862,LAa(a)LLa,LAA(A)LLA,10,1,0,0,0.3750,2,1,1,0.1250,0.5000,0.3333,2,3,1,1,2
hc_c42h24_0pent_5863,LAa()LLaa,LAA()LLAA,10,1,0,0,0.3750,2,1,1,0.1250,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5864,LA()a()LLa,LA()A()LLA,10,2,0,0,0.3750,2,1,1,0.1250,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5865,LAaLLaAA,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5866,LAaLLaAL,LAALLAAL,10,0,0,0,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5867,LAaLLaAa,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.2500,0.6250,0.6667,1,3,1,0,2
hc_c42h24_0pent_5868,LAaLLaA(),LAALLAA(),10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5869,LA()aLLaA,LA()ALLAA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_587,AaA()a()Aa,AAA()A()AA,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_5870,ALaALLAa,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,1,2,2,0,1
hc_c42h24_0pent_5871,ALAaLLaA,ALAALLAA,10,0,0,0,0.3750,2,1,1,0.3750,0.6250,0.6667,1,2,2,0,1
hc_c42h24_0pent_5872,LAa()LLaA,LAA()LLAA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,1,2,2,0,0
hc_c42h24_0pent_5873,LALLAa()L,LALLAA()L,10,1,0,1,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5874,LALLAaLA,LALLAALA,10,0,0,1,0.5000,2,1,1,0.3750,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_5875,LALLAaLa,LALLAALA,10,0,0,1,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5876,LALLA()aL,LALLA()AL,10,1,0,1,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5877,LA()LLAaL,LA()LLAAL,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5878,LAaLLaLA,LAALLALA,10,0,0,1,0.5000,2,1,1,0.2500,0.5000,1.0000,1,2,1,0,1
hc_c42h24_0pent_5879,LAaLLaLa,LAALLALA,10,0,0,1,0.5000,2,1,1,0.1250,0.5000,0.3333,1,2,1,0,1
hc_c42h24_0pent_588,AaAa()A()a,AAAA()A()A,10,2,0,0,0.0000,0,11,0,0.3750,0.7500,1.0000,1,6,1,0,0
hc_c42h24_0pent_5880,LAaLLaaA,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.2500,0.6250,0.6667,2,3,1,1,2
hc_c42h24_0pent_5881,LAALLAaL,LAALLAAL,10,0,0,0,0.5000,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
hc_c42h24_0pent_5882,LAaLLaaa,LAALLAAA,10,0,0,0,0.3750,2,1,1,0.1250,0.6250,0.2500,3,3,1,1,2
hc_c42h24_0pent_5883,LLAA(L)AA,LLAA(L)AA,10,1,0,0,0.3750,2,1,1,0.5000,0.5000,0.0000,4,4,1,0,0
hc_c42h24_0pent_5884,LLAA(L)AL,LLAA(L)AL,10,1,0,0,0.5000,2,1,1,0.3750,0.3750,0.0000,3,3,1,0,0
hc_c42h24_0pent_5885,LLAA(L)Aa,LLAA(L)AA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,3,4,1,1,0
hc_c42h24_0pent_5886,LLAA(L)LA,LLAA(L)LA,10,1,0,0,0.5000,2,1,1,0.3750,0.3750,0.0000,2,2,1,1,1
hc_c42h24_0pent_5887,LLAA(L)La,LLAA(L)LA,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,2,2,1,1,1
hc_c42h24_0pent_5888,LLAa(L)LA,LLAA(L)LA,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_5889,LLAa(L)La,LLAA(L)LA,10,1,0,0,0.5000,2,1,1,0.1250,0.3750,0.5000,1,2,1,0,1
hc_c42h24_0pent_589,AAaA()aAa,AAAA()AAA,10,1,0,0,0.0000,0,10,0,0.5000,0.8750,0.7500,2,7,1,1,0
hc_c42h24_0pent_5890,LLA()A(L)L,LLA()A(L)L,10,2,0,0,0.5000,2,1,1,0.2500,0.2500,0.0000,2,2,1,0,0
hc_c42h24_0pent_5891,LA(L)ALLa,LA(L)ALLA,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,2,2,1,1,1
hc_c42h24_0pent_5892,LA(L)ALLA,LA(L)ALLA,10,1,0,0,0.5000,2,1,1,0.3750,0.3750,0.0000,2,2,1,1,1
hc_c42h24_0pent_5893,LLAA(L)A(),LLAA(L)A(),10,2,0,0,0.3750,2,1,1,0.3750,0.3750,0.0000,3,3,1,0,0
hc_c42h24_0pent_5894,LLAA(L)aA,LLAA(L)AA,10,1,0,0,0.3750,2,1,1,0.3750,0.5000,0.3333,2,4,1,1,0
hc_c42h24_0pent_5895,LLAA(L)aL,LLAA(L)AL,10,1,0,0,0.5000,2,1,1,0.2500,0.3750,0.5000,2,3,1,1,0
hc_c42h24_0pent_5896,LLAA(L)aa,LLAA(L)AA,10,1,0,0,0.3750,2,1,1,0.2500,0.5000,1.0000,2,4,1,0,0
hc_c42h24_0pent_5897,LLAaLAAA,LLAALAAA,10,0,0,0,0.3750,2,1,1,0.5000,0.6250,0.2500,3,3,1,1,2
hc_c42h24_0pent_5898,LLAaLAAL,LLAALAAL,10,0,0,0,0.5000,2,1,1,0.3750,0.5000,0.3333,2,2,2,1,0
